# 2497 distinct multisets of maximal run lengths
# count  multiset
4 9,4,3,2,2,2,2,2,2,2,2,2,2,2,2
4 10,3,2,2,2,2,2,2,2,2,2,2,2,2
4 10,3,3,2,2,2,2,2,2,2,2,2,2
4 10,4,3,3,3,2,2,2,2,2,2,2,2,2,2
4 10,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4 10,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4 10,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
4 10,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
4 11,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4 13,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4 13,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4 13,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4 13,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4 13,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4 13,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4 13,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4 13,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4 13,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4 13,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4 13,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4 13,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
4 13,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4 13,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 2,2,2,2,2,2,2,2,2,2
3 3,2,2,2,2,2,2,2
3 3,3,3,3,2,2,2,2,2
3 3,3,3,3,3,3,2,2,2,2,2
3 3,3,3,3,3,3,3,3,2,2,2,2,2
3 4,3,3,3,2,2,2,2
3 4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
3 4,4,2,2,2,2,2,2,2
3 4,4,3,2,2,2,2,2
3 4,4,3,2,2,2,2,2,2
3 4,4,3,3,3,3,2,2,2,2
3 4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2
3 4,4,4,2,2,2,2,2,2,2,2,2
3 4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 4,4,4,3,2,2,2,2,2,2
3 4,4,4,4,3,3,3,3,3,2,2,2,2,2
3 4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2
3 4,4,4,4,4,2,2,2,2,2,2,2,2,2,2
3 4,4,4,4,4,3,3,2,2,2,2,2,2,2,2
3 5,2,2,2,2,2,2,2,2,2
3 5,2,2,2,2,2,2,2,2,2,2
3 5,3,3,3,2,2,2,2,2
3 5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 5,4,3,3,3,3,2,2,2,2,2
3 5,4,3,3,3,3,3,3,3,2,2,2,2,2,2
3 5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
3 5,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 5,4,4,3,3,2,2,2,2,2
3 5,4,4,3,3,2,2,2,2,2,2
3 5,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
3 5,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2
3 5,4,4,4,3,3,3,3,2,2,2,2
3 5,4,4,4,3,3,3,3,2,2,2,2,2
3 5,4,4,4,3,3,3,3,3,2,2,2,2,2
3 5,4,4,4,4,3,3,3,2,2,2,2,2
3 5,5,3,2,2,2,2,2,2,2,2
3 5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2
3 5,5,4,3,2,2,2,2,2,2,2,2
3 5,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2
3 5,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2
3 5,5,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
3 5,5,4,3,3,3,3,2,2,2,2,2,2
3 5,5,4,4,3,2,2,2,2,2,2,2,2
3 5,5,4,4,3,3,2,2,2,2,2,2,2,2,2,2
3 5,5,4,4,3,3,3,2,2,2,2,2,2,2
3 5,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2
3 5,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2
3 5,5,5,3,3,2,2,2,2,2,2,2,2,2,2,2
3 5,5,5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 5,5,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 5,5,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 5,5,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 5,5,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 6,3,3,2,2,2,2,2,2,2
3 6,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 6,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 6,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 6,3,3,3,3,3,3,2,2,2,2,2,2,2
3 6,3,3,3,3,3,3,3,2,2,2,2,2,2
3 6,4,2,2,2,2,2,2,2,2,2,2
3 6,4,3,2,2,2,2,2,2,2
3 6,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 6,4,3,3,2,2,2,2,2,2
3 6,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 6,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
3 6,4,4,2,2,2,2,2,2,2,2,2
3 6,4,4,2,2,2,2,2,2,2,2,2,2
3 6,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
3 6,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2
3 6,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
3 6,4,4,3,3,3,3,3,2,2,2,2,2,2
3 6,4,4,3,3,3,3,3,2,2,2,2,2,2,2
3 6,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2
3 6,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2
3 6,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2
3 6,5,3,3,2,2,2,2,2,2,2,2
3 6,5,3,3,3,3,2,2,2,2,2,2
3 6,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2
3 6,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2
3 6,5,4,3,3,3,2,2,2,2,2,2,2,2,2
3 6,5,4,3,3,3,3,2,2,2,2,2
3 6,5,4,4,3,2,2,2,2,2,2,2,2,2,2
3 7,3,3,2,2,2,2,2,2,2
3 7,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 7,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 7,3,3,3,3,3,3,2,2,2,2,2,2,2
3 7,3,3,3,3,3,3,2,2,2,2,2,2,2,2
3 7,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
3 7,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
3 7,4,2,2,2,2,2,2,2,2,2,2,2
3 7,4,2,2,2,2,2,2,2,2,2,2,2,2,2
3 7,4,3,3,2,2,2,2,2
3 7,4,3,3,2,2,2,2,2,2,2
3 7,4,3,3,3,3,2,2,2,2,2,2
3 7,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
3 7,4,3,3,3,3,3,2,2,2,2,2,2,2
3 7,4,4,3,2,2,2,2,2,2,2,2
3 7,4,4,3,2,2,2,2,2,2,2,2,2
3 7,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2
3 7,4,4,3,3,2,2,2,2,2,2,2,2,2
3 7,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2
3 7,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2
3 7,4,4,3,3,3,2,2,2,2,2,2,2,2,2
3 7,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2
3 7,4,4,3,3,3,3,2,2,2,2,2,2,2,2
3 7,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 7,5,4,3,3,2,2,2,2,2,2,2,2
3 7,5,5,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 7,5,5,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 7,5,5,5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 7,7,5,5,5,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 8,2,2,2,2,2,2,2,2,2,2,2
3 8,3,2,2,2,2,2,2,2,2,2
3 8,3,2,2,2,2,2,2,2,2,2,2
3 8,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 8,3,3,3,3,2,2,2,2,2,2
3 8,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 8,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
3 8,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
3 8,4,3,2,2,2,2,2,2,2,2,2
3 8,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 8,4,3,3,2,2,2,2,2,2,2
3 8,4,3,3,3,3,2,2,2,2,2,2,2
3 8,4,3,3,3,3,2,2,2,2,2,2,2,2
3 8,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2
3 8,4,4,3,2,2,2,2,2,2,2,2,2
3 8,4,4,3,3,2,2,2,2,2,2,2,2,2
3 8,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2
3 8,4,4,3,3,3,2,2,2,2,2,2,2,2
3 8,4,4,3,3,3,2,2,2,2,2,2,2,2,2
3 8,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2
3 8,5,3,2,2,2,2,2,2,2,2,2,2,2,2
3 8,5,3,3,2,2,2,2,2,2,2,2,2,2,2
3 9,2,2,2,2,2,2,2,2,2,2,2,2
3 9,3,2,2,2,2,2,2,2,2,2,2,2,2,2
3 9,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
3 9,3,3,3,3,2,2,2,2,2,2,2,2,2,2
3 9,3,3,3,3,3,2,2,2,2,2,2,2,2
3 9,4,3,2,2,2,2,2,2,2,2,2,2
3 9,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2
3 9,4,3,3,2,2,2,2,2,2,2,2
3 9,4,3,3,2,2,2,2,2,2,2,2,2
3 9,4,3,3,2,2,2,2,2,2,2,2,2,2
3 9,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2
3 9,4,3,3,3,3,3,2,2,2,2,2,2
3 9,4,4,3,3,3,2,2,2,2,2,2,2,2
3 10,3,2,2,2,2,2,2,2,2,2,2,2,2,2
3 10,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
3 10,3,3,3,2,2,2,2,2,2,2,2
3 10,3,3,3,2,2,2,2,2,2,2,2,2
3 10,3,3,3,3,2,2,2,2,2,2,2,2,2,2
3 10,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
3 10,4,3,2,2,2,2,2,2,2,2,2,2
3 10,4,3,3,3,2,2,2,2,2,2,2
3 10,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
3 11,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 11,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 11,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
3 11,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
3 13,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 13,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 13,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 13,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 13,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 13,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 13,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 13,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 13,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 13,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 13,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 13,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 13,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
3 13,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 13,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
3 13,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 13,5,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3 14,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
3 15,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 3,2,2,2,2,2,2
2 3,3,2,2,2,2,2,2
2 3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 3,3,3,3,3,2,2,2,2,2
2 3,3,3,3,3,3,3,3,2,2,2,2
2 3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
2 3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
2 4,3,2,2,2,2,2
2 4,3,2,2,2,2,2,2
2 4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 4,3,3,3,3,2,2,2,2
2 4,3,3,3,3,3,3,2,2,2,2
2 4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 4,3,3,3,3,3,3,3,2,2,2,2
2 4,3,3,3,3,3,3,3,3,2,2,2,2
2 4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
2 4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2
2 4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
2 4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 4,4,3,3,3,3,3,3,3,2,2,2,2,2
2 4,4,4,2,2,2,2,2,2,2,2
2 4,4,4,3,2,2,2,2,2
2 4,4,4,3,3,2,2,2,2,2
2 4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
2 4,4,4,3,3,3,3,3,3,2,2,2,2
2 4,4,4,3,3,3,3,3,3,2,2,2,2,2
2 4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2
2 4,4,4,4,3,2,2,2,2,2,2,2
2 4,4,4,4,3,3,2,2,2,2,2,2,2
2 4,4,4,4,3,3,3,2,2,2,2,2,2
2 4,4,4,4,3,3,3,3,2,2,2,2,2,2,2
2 4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2
2 4,4,4,4,4,3,3,3,3,2,2,2,2
2 5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,3,3,3,3,3,2,2,2,2,2
2 5,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,3,3,3,3,3,3,3,2,2,2,2,2
2 5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
2 5,3,3,3,3,3,3,3,3,2,2,2,2,2,2
2 5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
2 5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
2 5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
2 5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,4,3,3,3,3,3,2,2,2,2
2 5,4,3,3,3,3,3,2,2,2,2,2
2 5,4,3,3,3,3,3,3,2,2,2,2
2 5,4,3,3,3,3,3,3,3,2,2,2,2,2
2 5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
2 5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
2 5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2
2 5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
2 5,4,4,2,2,2,2,2,2,2
2 5,4,4,2,2,2,2,2,2,2,2
2 5,4,4,2,2,2,2,2,2,2,2,2
2 5,4,4,3,2,2,2,2
2 5,4,4,3,2,2,2,2,2,2
2 5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
2 5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
2 5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
2 5,4,4,3,3,3,3,3,3,3,2,2,2
2 5,4,4,4,2,2,2,2,2,2,2,2,2,2
2 5,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2
2 5,4,4,4,3,3,3,2,2,2,2,2
2 5,4,4,4,3,3,3,3,3,2,2,2,2,2,2
2 5,5,2,2,2,2,2,2,2,2
2 5,5,2,2,2,2,2,2,2,2,2
2 5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,3,3,2,2,2,2,2,2,2
2 5,5,3,3,3,3,2,2,2,2,2,2
2 5,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,3,3,3,3,3,3,2,2,2,2,2,2
2 5,5,4,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2
2 5,5,4,3,3,3,3,3,2,2,2,2,2
2 5,5,4,3,3,3,3,3,2,2,2,2,2,2,2
2 5,5,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,4,4,3,2,2,2,2,2,2,2,2,2,2
2 5,5,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,4,4,3,3,2,2,2,2,2,2
2 5,5,4,4,3,3,2,2,2,2,2,2,2
2 5,5,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2
2 5,5,4,4,3,3,3,3,2,2,2,2,2,2
2 5,5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,5,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,5,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,5,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 6,2,2,2,2,2,2,2,2,2
2 6,2,2,2,2,2,2,2,2,2,2
2 6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 6,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 6,3,3,3,3,2,2,2,2,2
2 6,3,3,3,3,3,2,2,2,2,2,2
2 6,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2 6,3,3,3,3,3,3,2,2,2,2,2,2
2 6,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
2 6,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
2 6,4,2,2,2,2,2,2,2,2
2 6,4,2,2,2,2,2,2,2,2,2
2 6,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 6,4,3,3,3,2,2,2,2,2,2
2 6,4,3,3,3,3,3,2,2,2,2,2
2 6,4,3,3,3,3,3,3,2,2,2,2,2
2 6,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
2 6,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
2 6,4,4,2,2,2,2,2,2,2,2
2 6,4,4,2,2,2,2,2,2,2,2,2,2,2
2 6,4,4,3,3,2,2,2,2,2,2
2 6,4,4,3,3,3,3,2,2,2,2,2,2
2 6,4,4,3,3,3,3,3,2,2,2,2
2 6,4,4,3,3,3,3,3,2,2,2,2,2
2 6,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2
2 6,4,4,4,3,3,2,2,2,2,2,2,2
2 6,4,4,4,3,3,2,2,2,2,2,2,2,2
2 6,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2
2 6,4,4,4,3,3,3,2,2,2,2,2,2,2
2 6,4,4,4,3,3,3,3,2,2,2,2,2,2,2
2 6,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2
2 6,4,4,4,4,3,3,2,2,2,2,2,2,2,2
2 6,5,2,2,2,2,2,2,2,2,2,2,2
2 6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 6,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 6,5,3,3,2,2,2,2,2,2,2
2 6,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2
2 6,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
2 6,5,3,3,3,3,3,2,2,2,2,2,2
2 6,5,3,3,3,3,3,2,2,2,2,2,2,2,2
2 6,5,4,3,2,2,2,2,2,2,2,2,2,2
2 6,5,4,3,3,2,2,2,2,2,2,2,2,2,2
2 6,5,4,3,3,3,2,2,2,2,2,2
2 6,5,4,3,3,3,2,2,2,2,2,2,2,2,2,2
2 6,5,4,4,3,3,3,2,2,2,2,2
2 6,6,3,2,2,2,2,2,2,2,2,2
2 7,3,2,2,2,2,2,2,2
2 7,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 7,3,3,3,2,2,2,2,2,2
2 7,3,3,3,3,2,2,2,2,2
2 7,3,3,3,3,2,2,2,2,2,2
2 7,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
2 7,4,2,2,2,2,2,2,2,2,2
2 7,4,2,2,2,2,2,2,2,2,2,2,2,2
2 7,4,3,3,2,2,2,2,2,2
2 7,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 7,4,3,3,3,2,2,2,2,2,2
2 7,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2 7,4,3,3,3,3,3,2,2,2,2,2,2,2,2
2 7,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
2 7,4,3,3,3,3,3,3,2,2,2,2,2,2
2 7,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2
2 7,4,4,2,2,2,2,2,2,2,2,2,2,2
2 7,4,4,3,2,2,2,2,2,2,2,2,2,2
2 7,4,4,3,3,2,2,2,2,2,2,2
